"","RECORDING_SESSION_LABEL","DELE.MELICET","language","freq","pair_num","target_freq","distractor_freq","Bins","Look","Counts","Total","Prop","Freq_of_fixated_item","Region"
"889","p02",0.708333333,"S","LT",5,1.792,5.429,960,2,20,20,1,"H","200_pre_200_post_word"
"890","p02",0.708333333,"S","LT",5,1.792,5.429,980,2,20,20,1,"H","200_pre_200_post_word"
"891","p02",0.708333333,"S","LT",5,1.792,5.429,1000,2,20,20,1,"H","200_pre_200_post_word"
"892","p02",0.708333333,"S","LT",6,2.197,4.159,620,2,20,20,1,"H","200_pre_200_post_word"
"893","p02",0.708333333,"S","LT",6,2.197,4.159,640,2,20,20,1,"H","200_pre_200_post_word"
"894","p02",0.708333333,"S","LT",6,2.197,4.159,660,2,20,20,1,"H","200_pre_200_post_word"
"895","p02",0.708333333,"S","LT",6,2.197,4.159,680,2,20,20,1,"H","200_pre_200_post_word"
"896","p02",0.708333333,"S","LT",6,2.197,4.159,700,2,20,20,1,"H","200_pre_200_post_word"
"897","p02",0.708333333,"S","LT",6,2.197,4.159,720,2,20,20,1,"H","200_pre_200_post_word"
"898","p02",0.708333333,"S","LT",6,2.197,4.159,740,2,20,20,1,"H","200_pre_200_post_word"
"899","p02",0.708333333,"S","LT",6,2.197,4.159,760,2,20,20,1,"H","200_pre_200_post_word"
"900","p02",0.708333333,"S","LT",6,2.197,4.159,780,2,20,20,1,"H","200_pre_200_post_word"
"901","p02",0.708333333,"S","LT",6,2.197,4.159,800,2,20,20,1,"H","200_pre_200_post_word"
"902","p02",0.708333333,"S","LT",6,2.197,4.159,820,2,20,20,1,"H","200_pre_200_post_word"
"903","p02",0.708333333,"S","LT",6,2.197,4.159,840,2,20,20,1,"H","200_pre_200_post_word"
"904","p02",0.708333333,"S","LT",6,2.197,4.159,860,2,20,20,1,"H","200_pre_200_post_word"
"905","p02",0.708333333,"S","LT",6,2.197,4.159,880,2,20,20,1,"H","200_pre_200_post_word"
"906","p02",0.708333333,"S","LT",6,2.197,4.159,900,2,20,20,1,"H","200_pre_200_post_word"
"907","p02",0.708333333,"S","LT",6,2.197,4.159,920,2,20,20,1,"H","200_pre_200_post_word"
"908","p02",0.708333333,"S","LT",6,2.197,4.159,940,2,20,20,1,"H","200_pre_200_post_word"
"909","p02",0.708333333,"S","LT",6,2.197,4.159,960,2,20,20,1,"H","200_pre_200_post_word"
"910","p02",0.708333333,"S","LT",6,2.197,4.159,980,2,20,20,1,"H","200_pre_200_post_word"
"911","p02",0.708333333,"S","LT",6,2.197,4.159,1000,2,20,20,1,"H","200_pre_200_post_word"
"912","p02",0.708333333,"S","LT",7,1.724,4.7,640,2,4,20,0.2,"H","200_pre_200_post_word"
"913","p02",0.708333333,"S","LT",7,1.724,4.7,660,2,20,20,1,"H","200_pre_200_post_word"
"914","p02",0.708333333,"S","LT",7,1.724,4.7,680,2,20,20,1,"H","200_pre_200_post_word"
"915","p02",0.708333333,"S","LT",7,1.724,4.7,700,2,20,20,1,"H","200_pre_200_post_word"
"916","p02",0.708333333,"S","LT",7,1.724,4.7,720,2,20,20,1,"H","200_pre_200_post_word"
"917","p02",0.708333333,"S","LT",7,1.724,4.7,740,2,20,20,1,"H","200_pre_200_post_word"
"918","p02",0.708333333,"S","LT",7,1.724,4.7,760,2,20,20,1,"H","200_pre_200_post_word"
"919","p02",0.708333333,"S","LT",7,1.724,4.7,780,2,20,20,1,"H","200_pre_200_post_word"
"920","p02",0.708333333,"S","LT",7,1.724,4.7,800,2,9,20,0.45,"H","200_pre_200_post_word"
"921","p02",0.708333333,"S","LT",7,1.724,4.7,820,2,16,20,0.8,"H","200_pre_200_post_word"
"922","p02",0.708333333,"S","LT",7,1.724,4.7,840,2,20,20,1,"H","200_pre_200_post_word"
"923","p02",0.708333333,"S","LT",7,1.724,4.7,860,2,20,20,1,"H","200_pre_200_post_word"
"924","p02",0.708333333,"S","LT",7,1.724,4.7,880,2,20,20,1,"H","200_pre_200_post_word"
"925","p02",0.708333333,"S","LT",7,1.724,4.7,900,2,20,20,1,"H","200_pre_200_post_word"
"926","p02",0.708333333,"S","LT",7,1.724,4.7,920,2,20,20,1,"H","200_pre_200_post_word"
"927","p02",0.708333333,"S","LT",7,1.724,4.7,940,2,20,20,1,"H","200_pre_200_post_word"
"928","p02",0.708333333,"S","LT",7,1.724,4.7,960,2,20,20,1,"H","200_pre_200_post_word"
"929","p02",0.708333333,"S","LT",7,1.724,4.7,980,2,20,20,1,"H","200_pre_200_post_word"
"930","p02",0.708333333,"S","LT",7,1.724,4.7,1000,2,20,20,1,"H","200_pre_200_post_word"
"931","p03",0.857142857,"CS","HT",17,5.553,1.946,620,2,20,20,1,"L","200_pre_200_post_word"
"932","p03",0.857142857,"CS","HT",17,5.553,1.946,640,2,20,20,1,"L","200_pre_200_post_word"
"933","p03",0.857142857,"CS","HT",17,5.553,1.946,660,2,20,20,1,"L","200_pre_200_post_word"
"934","p03",0.857142857,"CS","HT",17,5.553,1.946,680,2,20,20,1,"L","200_pre_200_post_word"
"935","p03",0.857142857,"CS","HT",17,5.553,1.946,700,2,20,20,1,"L","200_pre_200_post_word"
"936","p03",0.857142857,"CS","HT",17,5.553,1.946,720,2,20,20,1,"L","200_pre_200_post_word"
"937","p03",0.857142857,"CS","HT",17,5.553,1.946,740,2,20,20,1,"L","200_pre_200_post_word"
"938","p03",0.857142857,"CS","HT",17,5.553,1.946,760,2,20,20,1,"L","200_pre_200_post_word"
"939","p03",0.857142857,"CS","HT",17,5.553,1.946,780,2,20,20,1,"L","200_pre_200_post_word"
"940","p03",0.857142857,"CS","HT",17,5.553,1.946,800,2,20,20,1,"L","200_pre_200_post_word"
"941","p03",0.857142857,"CS","HT",17,5.553,1.946,820,2,20,20,1,"L","200_pre_200_post_word"
"942","p03",0.857142857,"CS","HT",17,5.553,1.946,840,2,20,20,1,"L","200_pre_200_post_word"
"943","p03",0.857142857,"CS","HT",17,5.553,1.946,860,2,20,20,1,"L","200_pre_200_post_word"
"944","p03",0.857142857,"CS","HT",17,5.553,1.946,880,2,20,20,1,"L","200_pre_200_post_word"
"945","p03",0.857142857,"CS","HT",17,5.553,1.946,900,2,20,20,1,"L","200_pre_200_post_word"
"946","p03",0.857142857,"CS","HT",17,5.553,1.946,920,2,20,20,1,"L","200_pre_200_post_word"
"947","p03",0.857142857,"CS","HT",17,5.553,1.946,940,2,20,20,1,"L","200_pre_200_post_word"
"948","p03",0.857142857,"CS","HT",17,5.553,1.946,960,2,20,20,1,"L","200_pre_200_post_word"
"949","p03",0.857142857,"CS","HT",17,5.553,1.946,980,2,20,20,1,"L","200_pre_200_post_word"
"950","p03",0.857142857,"CS","HT",17,5.553,1.946,1000,2,9,20,0.45,"L","200_pre_200_post_word"
"951","p03",0.857142857,"CS","HT",18,4.984,1.609,620,2,20,20,1,"L","200_pre_200_post_word"
"952","p03",0.857142857,"CS","HT",18,4.984,1.609,640,2,20,20,1,"L","200_pre_200_post_word"
"953","p03",0.857142857,"CS","HT",18,4.984,1.609,660,2,20,20,1,"L","200_pre_200_post_word"
"954","p03",0.857142857,"CS","HT",18,4.984,1.609,680,2,20,20,1,"L","200_pre_200_post_word"
"955","p03",0.857142857,"CS","HT",18,4.984,1.609,700,2,20,20,1,"L","200_pre_200_post_word"
"956","p03",0.857142857,"CS","HT",18,4.984,1.609,720,2,20,20,1,"L","200_pre_200_post_word"
"957","p03",0.857142857,"CS","HT",18,4.984,1.609,740,2,20,20,1,"L","200_pre_200_post_word"
"958","p03",0.857142857,"CS","HT",18,4.984,1.609,760,2,20,20,1,"L","200_pre_200_post_word"
"959","p03",0.857142857,"CS","HT",18,4.984,1.609,780,2,20,20,1,"L","200_pre_200_post_word"
"960","p03",0.857142857,"CS","HT",18,4.984,1.609,800,2,20,20,1,"L","200_pre_200_post_word"
"961","p03",0.857142857,"CS","HT",18,4.984,1.609,820,2,20,20,1,"L","200_pre_200_post_word"
"962","p03",0.857142857,"CS","HT",18,4.984,1.609,840,2,20,20,1,"L","200_pre_200_post_word"
"963","p03",0.857142857,"CS","HT",18,4.984,1.609,860,2,20,20,1,"L","200_pre_200_post_word"
"964","p03",0.857142857,"CS","HT",18,4.984,1.609,880,2,20,20,1,"L","200_pre_200_post_word"
"965","p03",0.857142857,"CS","HT",18,4.984,1.609,900,2,20,20,1,"L","200_pre_200_post_word"
"966","p03",0.857142857,"CS","HT",18,4.984,1.609,920,2,20,20,1,"L","200_pre_200_post_word"
"967","p03",0.857142857,"CS","HT",18,4.984,1.609,940,2,20,20,1,"L","200_pre_200_post_word"
"968","p03",0.857142857,"CS","HT",18,4.984,1.609,960,2,20,20,1,"L","200_pre_200_post_word"
"969","p03",0.857142857,"CS","HT",18,4.984,1.609,980,2,20,20,1,"L","200_pre_200_post_word"
"970","p03",0.857142857,"CS","HT",18,4.984,1.609,1000,2,20,20,1,"L","200_pre_200_post_word"
"971","p03",0.857142857,"CS","HT",19,4.394,0.693,620,1,20,20,1,"H","200_pre_200_post_word"
"972","p03",0.857142857,"CS","HT",19,4.394,0.693,640,1,20,20,1,"H","200_pre_200_post_word"
"973","p03",0.857142857,"CS","HT",19,4.394,0.693,660,1,20,20,1,"H","200_pre_200_post_word"
"974","p03",0.857142857,"CS","HT",19,4.394,0.693,680,1,20,20,1,"H","200_pre_200_post_word"
"975","p03",0.857142857,"CS","HT",19,4.394,0.693,700,1,20,20,1,"H","200_pre_200_post_word"
"976","p03",0.857142857,"CS","HT",19,4.394,0.693,720,1,20,20,1,"H","200_pre_200_post_word"
"977","p03",0.857142857,"CS","HT",19,4.394,0.693,740,1,20,20,1,"H","200_pre_200_post_word"
"978","p03",0.857142857,"CS","HT",19,4.394,0.693,760,1,20,20,1,"H","200_pre_200_post_word"
"979","p03",0.857142857,"CS","HT",19,4.394,0.693,780,1,20,20,1,"H","200_pre_200_post_word"
"980","p03",0.857142857,"CS","HT",19,4.394,0.693,800,1,20,20,1,"H","200_pre_200_post_word"
"981","p03",0.857142857,"CS","HT",19,4.394,0.693,820,1,20,20,1,"H","200_pre_200_post_word"
"982","p03",0.857142857,"CS","HT",19,4.394,0.693,840,1,20,20,1,"H","200_pre_200_post_word"
"983","p03",0.857142857,"CS","HT",19,4.394,0.693,880,1,1,20,0.05,"H","200_pre_200_post_word"
"984","p03",0.857142857,"CS","HT",19,4.394,0.693,900,1,5,20,0.25,"H","200_pre_200_post_word"
"985","p03",0.857142857,"CS","HT",20,4.344,1.099,620,1,20,20,1,"H","200_pre_200_post_word"
"986","p03",0.857142857,"CS","HT",20,4.344,1.099,640,1,20,20,1,"H","200_pre_200_post_word"
"987","p03",0.857142857,"CS","HT",20,4.344,1.099,660,1,20,20,1,"H","200_pre_200_post_word"
"988","p03",0.857142857,"CS","HT",20,4.344,1.099,680,1,20,20,1,"H","200_pre_200_post_word"
"989","p03",0.857142857,"CS","HT",20,4.344,1.099,700,1,20,20,1,"H","200_pre_200_post_word"
"990","p03",0.857142857,"CS","HT",20,4.344,1.099,720,1,20,20,1,"H","200_pre_200_post_word"
"991","p03",0.857142857,"CS","HT",20,4.344,1.099,740,1,20,20,1,"H","200_pre_200_post_word"
"992","p03",0.857142857,"CS","HT",20,4.344,1.099,760,1,20,20,1,"H","200_pre_200_post_word"
"993","p03",0.857142857,"CS","HT",20,4.344,1.099,780,1,20,20,1,"H","200_pre_200_post_word"
"994","p03",0.857142857,"CS","HT",20,4.344,1.099,800,1,20,20,1,"H","200_pre_200_post_word"
"995","p03",0.857142857,"CS","HT",20,4.344,1.099,820,1,20,20,1,"H","200_pre_200_post_word"
"996","p03",0.857142857,"CS","HT",20,4.344,1.099,840,1,8,20,0.4,"H","200_pre_200_post_word"
"997","p03",0.857142857,"CS","HT",20,4.344,1.099,860,1,14,20,0.7,"H","200_pre_200_post_word"
"998","p03",0.857142857,"CS","HT",20,4.344,1.099,880,1,20,20,1,"H","200_pre_200_post_word"
"999","p03",0.857142857,"CS","HT",20,4.344,1.099,900,1,20,20,1,"H","200_pre_200_post_word"
"1000","p03",0.857142857,"CS","HT",20,4.344,1.099,920,1,20,20,1,"H","200_pre_200_post_word"
"1001","p03",0.857142857,"CS","HT",20,4.344,1.099,940,1,20,20,1,"H","200_pre_200_post_word"
"1002","p03",0.857142857,"CS","HT",20,4.344,1.099,960,1,20,20,1,"H","200_pre_200_post_word"
"1003","p03",0.857142857,"CS","HT",20,4.344,1.099,980,1,20,20,1,"H","200_pre_200_post_word"
"1004","p03",0.857142857,"CS","HT",20,4.344,1.099,1000,1,20,20,1,"H","200_pre_200_post_word"
"1005","p03",0.857142857,"CS","HT",21,5.858,2.303,620,1,20,20,1,"H","200_pre_200_post_word"
"1006","p03",0.857142857,"CS","HT",21,5.858,2.303,640,1,20,20,1,"H","200_pre_200_post_word"
"1007","p03",0.857142857,"CS","HT",21,5.858,2.303,660,1,20,20,1,"H","200_pre_200_post_word"
"1008","p03",0.857142857,"CS","HT",21,5.858,2.303,680,1,20,20,1,"H","200_pre_200_post_word"
"1009","p03",0.857142857,"CS","HT",21,5.858,2.303,700,1,20,20,1,"H","200_pre_200_post_word"
"1010","p03",0.857142857,"CS","HT",21,5.858,2.303,720,1,20,20,1,"H","200_pre_200_post_word"
"1011","p03",0.857142857,"CS","HT",21,5.858,2.303,740,1,20,20,1,"H","200_pre_200_post_word"
"1012","p03",0.857142857,"CS","HT",21,5.858,2.303,760,1,20,20,1,"H","200_pre_200_post_word"
"1013","p03",0.857142857,"CS","HT",21,5.858,2.303,780,1,20,20,1,"H","200_pre_200_post_word"
"1014","p03",0.857142857,"CS","HT",21,5.858,2.303,800,1,20,20,1,"H","200_pre_200_post_word"
"1015","p03",0.857142857,"CS","HT",21,5.858,2.303,820,1,20,20,1,"H","200_pre_200_post_word"
"1016","p03",0.857142857,"CS","HT",21,5.858,2.303,840,1,20,20,1,"H","200_pre_200_post_word"
"1017","p03",0.857142857,"CS","HT",21,5.858,2.303,860,1,20,20,1,"H","200_pre_200_post_word"
"1018","p03",0.857142857,"CS","HT",21,5.858,2.303,880,1,20,20,1,"H","200_pre_200_post_word"
"1019","p03",0.857142857,"CS","HT",21,5.858,2.303,900,1,10,20,0.5,"H","200_pre_200_post_word"
"1020","p03",0.857142857,"CS","HT",21,5.858,2.303,960,2,3,20,0.15,"L","200_pre_200_post_word"
"1021","p03",0.857142857,"CS","HT",21,5.858,2.303,980,2,20,20,1,"L","200_pre_200_post_word"
"1022","p03",0.857142857,"CS","HT",21,5.858,2.303,1000,2,20,20,1,"L","200_pre_200_post_word"
"1023","p03",0.857142857,"CS","HT",22,6.084,1.609,620,1,20,20,1,"H","200_pre_200_post_word"
"1024","p03",0.857142857,"CS","HT",22,6.084,1.609,640,1,20,20,1,"H","200_pre_200_post_word"
"1025","p03",0.857142857,"CS","HT",22,6.084,1.609,660,1,20,20,1,"H","200_pre_200_post_word"
"1026","p03",0.857142857,"CS","HT",22,6.084,1.609,680,1,20,20,1,"H","200_pre_200_post_word"
"1027","p03",0.857142857,"CS","HT",22,6.084,1.609,700,1,20,20,1,"H","200_pre_200_post_word"
"1028","p03",0.857142857,"CS","HT",22,6.084,1.609,720,1,20,20,1,"H","200_pre_200_post_word"
"1029","p03",0.857142857,"CS","HT",22,6.084,1.609,740,1,20,20,1,"H","200_pre_200_post_word"
"1030","p03",0.857142857,"CS","HT",22,6.084,1.609,760,1,3,20,0.15,"H","200_pre_200_post_word"
"1031","p03",0.857142857,"CS","HT",22,6.084,1.609,1000,2,20,20,1,"L","200_pre_200_post_word"
"1032","p03",0.857142857,"CS","HT",23,5.22,2.197,620,2,9,20,0.45,"L","200_pre_200_post_word"
"1033","p03",0.857142857,"CS","HT",23,5.22,2.197,640,2,20,20,1,"L","200_pre_200_post_word"
"1034","p03",0.857142857,"CS","HT",23,5.22,2.197,660,2,20,20,1,"L","200_pre_200_post_word"
"1035","p03",0.857142857,"CS","HT",23,5.22,2.197,680,2,20,20,1,"L","200_pre_200_post_word"
"1036","p03",0.857142857,"CS","HT",23,5.22,2.197,700,2,20,20,1,"L","200_pre_200_post_word"
"1037","p03",0.857142857,"CS","HT",23,5.22,2.197,720,2,20,20,1,"L","200_pre_200_post_word"
"1038","p03",0.857142857,"CS","HT",23,5.22,2.197,740,2,20,20,1,"L","200_pre_200_post_word"
"1039","p03",0.857142857,"CS","HT",23,5.22,2.197,760,2,20,20,1,"L","200_pre_200_post_word"
"1040","p03",0.857142857,"CS","HT",23,5.22,2.197,780,2,20,20,1,"L","200_pre_200_post_word"
"1041","p03",0.857142857,"CS","HT",23,5.22,2.197,800,2,20,20,1,"L","200_pre_200_post_word"
"1042","p03",0.857142857,"CS","HT",23,5.22,2.197,820,2,20,20,1,"L","200_pre_200_post_word"
"1043","p03",0.857142857,"CS","HT",23,5.22,2.197,840,2,20,20,1,"L","200_pre_200_post_word"
"1044","p03",0.857142857,"CS","HT",23,5.22,2.197,860,2,20,20,1,"L","200_pre_200_post_word"
"1045","p03",0.857142857,"CS","HT",23,5.22,2.197,880,2,20,20,1,"L","200_pre_200_post_word"
"1046","p03",0.857142857,"CS","HT",23,5.22,2.197,900,2,20,20,1,"L","200_pre_200_post_word"
"1047","p03",0.857142857,"CS","HT",23,5.22,2.197,920,2,20,20,1,"L","200_pre_200_post_word"
"1048","p03",0.857142857,"CS","HT",23,5.22,2.197,940,2,20,20,1,"L","200_pre_200_post_word"
"1049","p03",0.857142857,"CS","HT",23,5.22,2.197,960,2,20,20,1,"L","200_pre_200_post_word"
"1050","p03",0.857142857,"CS","HT",23,5.22,2.197,980,2,11,20,0.55,"L","200_pre_200_post_word"
"1051","p03",0.857142857,"CS","HT",23,5.22,2.197,1000,2,20,20,1,"L","200_pre_200_post_word"
"1052","p03",0.857142857,"CS","HT",24,5.215,1.609,620,1,20,20,1,"H","200_pre_200_post_word"
"1053","p03",0.857142857,"CS","HT",24,5.215,1.609,640,1,20,20,1,"H","200_pre_200_post_word"
"1054","p03",0.857142857,"CS","HT",24,5.215,1.609,660,1,20,20,1,"H","200_pre_200_post_word"
"1055","p03",0.857142857,"CS","HT",24,5.215,1.609,680,1,20,20,1,"H","200_pre_200_post_word"
"1056","p03",0.857142857,"CS","HT",24,5.215,1.609,700,1,20,20,1,"H","200_pre_200_post_word"
"1057","p03",0.857142857,"CS","HT",24,5.215,1.609,720,1,20,20,1,"H","200_pre_200_post_word"
"1058","p03",0.857142857,"CS","HT",24,5.215,1.609,740,1,20,20,1,"H","200_pre_200_post_word"
"1059","p03",0.857142857,"CS","HT",24,5.215,1.609,760,1,5,20,0.25,"H","200_pre_200_post_word"
"1060","p03",0.857142857,"CS","HT",24,5.215,1.609,820,2,3,20,0.15,"L","200_pre_200_post_word"
"1061","p03",0.857142857,"CS","HT",24,5.215,1.609,840,2,20,20,1,"L","200_pre_200_post_word"
"1062","p03",0.857142857,"CS","HT",24,5.215,1.609,860,2,20,20,1,"L","200_pre_200_post_word"
"1063","p03",0.857142857,"CS","HT",24,5.215,1.609,880,2,20,20,1,"L","200_pre_200_post_word"
"1064","p03",0.857142857,"CS","HT",24,5.215,1.609,900,2,20,20,1,"L","200_pre_200_post_word"
"1065","p03",0.857142857,"CS","HT",24,5.215,1.609,920,2,20,20,1,"L","200_pre_200_post_word"
"1066","p03",0.857142857,"CS","HT",24,5.215,1.609,940,2,20,20,1,"L","200_pre_200_post_word"
"1067","p03",0.857142857,"CS","HT",24,5.215,1.609,960,2,20,20,1,"L","200_pre_200_post_word"
"1068","p03",0.857142857,"CS","HT",24,5.215,1.609,980,2,20,20,1,"L","200_pre_200_post_word"
"1069","p03",0.857142857,"CS","HT",24,5.215,1.609,1000,2,20,20,1,"L","200_pre_200_post_word"
"1070","p03",0.857142857,"CS","LT",25,0.693,3.989,900,1,7,20,0.35,"L","200_pre_200_post_word"
"1071","p03",0.857142857,"CS","LT",25,0.693,3.989,920,1,20,20,1,"L","200_pre_200_post_word"
"1072","p03",0.857142857,"CS","LT",25,0.693,3.989,940,1,20,20,1,"L","200_pre_200_post_word"
"1073","p03",0.857142857,"CS","LT",25,0.693,3.989,960,1,20,20,1,"L","200_pre_200_post_word"
"1074","p03",0.857142857,"CS","LT",25,0.693,3.989,980,1,20,20,1,"L","200_pre_200_post_word"
"1075","p03",0.857142857,"CS","LT",25,0.693,3.989,1000,1,20,20,1,"L","200_pre_200_post_word"
"1076","p03",0.857142857,"CS","LT",26,0.693,4.025,620,2,2,20,0.1,"H","200_pre_200_post_word"
"1077","p03",0.857142857,"CS","LT",26,0.693,4.025,640,2,20,20,1,"H","200_pre_200_post_word"
"1078","p03",0.857142857,"CS","LT",26,0.693,4.025,660,2,20,20,1,"H","200_pre_200_post_word"
"1079","p03",0.857142857,"CS","LT",26,0.693,4.025,680,2,20,20,1,"H","200_pre_200_post_word"
"1080","p03",0.857142857,"CS","LT",26,0.693,4.025,700,2,20,20,1,"H","200_pre_200_post_word"
"1081","p03",0.857142857,"CS","LT",26,0.693,4.025,720,2,20,20,1,"H","200_pre_200_post_word"
"1082","p03",0.857142857,"CS","LT",26,0.693,4.025,740,2,20,20,1,"H","200_pre_200_post_word"
"1083","p03",0.857142857,"CS","LT",26,0.693,4.025,760,2,20,20,1,"H","200_pre_200_post_word"
"1084","p03",0.857142857,"CS","LT",26,0.693,4.025,780,2,20,20,1,"H","200_pre_200_post_word"
"1085","p03",0.857142857,"CS","LT",26,0.693,4.025,800,2,20,20,1,"H","200_pre_200_post_word"
"1086","p03",0.857142857,"CS","LT",26,0.693,4.025,820,2,20,20,1,"H","200_pre_200_post_word"
"1087","p03",0.857142857,"CS","LT",26,0.693,4.025,840,2,20,20,1,"H","200_pre_200_post_word"
"1088","p03",0.857142857,"CS","LT",26,0.693,4.025,860,2,17,20,0.85,"H","200_pre_200_post_word"
"1089","p03",0.857142857,"CS","LT",26,0.693,4.025,880,2,1,20,0.05,"H","200_pre_200_post_word"
"1090","p03",0.857142857,"CS","LT",26,0.693,4.025,900,2,20,20,1,"H","200_pre_200_post_word"
"1091","p03",0.857142857,"CS","LT",26,0.693,4.025,920,2,20,20,1,"H","200_pre_200_post_word"
"1092","p03",0.857142857,"CS","LT",26,0.693,4.025,940,2,20,20,1,"H","200_pre_200_post_word"
"1093","p03",0.857142857,"CS","LT",26,0.693,4.025,960,2,20,20,1,"H","200_pre_200_post_word"
"1094","p03",0.857142857,"CS","LT",26,0.693,4.025,980,2,20,20,1,"H","200_pre_200_post_word"
"1095","p03",0.857142857,"CS","LT",26,0.693,4.025,1000,2,20,20,1,"H","200_pre_200_post_word"
"1096","p03",0.857142857,"CS","LT",27,1.099,4.466,620,1,9,20,0.45,"L","200_pre_200_post_word"
"1097","p03",0.857142857,"CS","LT",27,1.099,4.466,700,2,15,20,0.75,"H","200_pre_200_post_word"
"1098","p03",0.857142857,"CS","LT",27,1.099,4.466,720,2,20,20,1,"H","200_pre_200_post_word"
"1099","p03",0.857142857,"CS","LT",27,1.099,4.466,740,2,20,20,1,"H","200_pre_200_post_word"
"1100","p03",0.857142857,"CS","LT",27,1.099,4.466,760,2,20,20,1,"H","200_pre_200_post_word"
"1101","p03",0.857142857,"CS","LT",27,1.099,4.466,780,2,20,20,1,"H","200_pre_200_post_word"
"1102","p03",0.857142857,"CS","LT",27,1.099,4.466,800,2,20,20,1,"H","200_pre_200_post_word"
"1103","p03",0.857142857,"CS","LT",27,1.099,4.466,820,2,20,20,1,"H","200_pre_200_post_word"
"1104","p03",0.857142857,"CS","LT",27,1.099,4.466,840,2,20,20,1,"H","200_pre_200_post_word"
"1105","p03",0.857142857,"CS","LT",27,1.099,4.466,860,2,20,20,1,"H","200_pre_200_post_word"
"1106","p03",0.857142857,"CS","LT",27,1.099,4.466,880,2,20,20,1,"H","200_pre_200_post_word"
"1107","p03",0.857142857,"CS","LT",27,1.099,4.466,900,2,20,20,1,"H","200_pre_200_post_word"
"1108","p03",0.857142857,"CS","LT",27,1.099,4.466,920,2,20,20,1,"H","200_pre_200_post_word"
"1109","p03",0.857142857,"CS","LT",27,1.099,4.466,940,2,20,20,1,"H","200_pre_200_post_word"
"1110","p03",0.857142857,"CS","LT",27,1.099,4.466,960,2,20,20,1,"H","200_pre_200_post_word"
"1111","p03",0.857142857,"CS","LT",27,1.099,4.466,980,2,11,20,0.55,"H","200_pre_200_post_word"
"1112","p03",0.857142857,"CS","LT",27,1.099,4.466,1000,2,10,20,0.5,"H","200_pre_200_post_word"
"1113","p03",0.857142857,"CS","LT",28,1.609,5.303,620,2,20,20,1,"H","200_pre_200_post_word"
"1114","p03",0.857142857,"CS","LT",28,1.609,5.303,640,2,20,20,1,"H","200_pre_200_post_word"
"1115","p03",0.857142857,"CS","LT",28,1.609,5.303,660,2,20,20,1,"H","200_pre_200_post_word"
"1116","p03",0.857142857,"CS","LT",28,1.609,5.303,680,2,20,20,1,"H","200_pre_200_post_word"
"1117","p03",0.857142857,"CS","LT",28,1.609,5.303,700,2,20,20,1,"H","200_pre_200_post_word"
"1118","p03",0.857142857,"CS","LT",28,1.609,5.303,720,2,20,20,1,"H","200_pre_200_post_word"
"1119","p03",0.857142857,"CS","LT",28,1.609,5.303,740,2,20,20,1,"H","200_pre_200_post_word"
"1120","p03",0.857142857,"CS","LT",28,1.609,5.303,760,2,20,20,1,"H","200_pre_200_post_word"
"1121","p03",0.857142857,"CS","LT",28,1.609,5.303,780,2,20,20,1,"H","200_pre_200_post_word"
"1122","p03",0.857142857,"CS","LT",28,1.609,5.303,800,2,20,20,1,"H","200_pre_200_post_word"
"1123","p03",0.857142857,"CS","LT",28,1.609,5.303,820,2,20,20,1,"H","200_pre_200_post_word"
"1124","p03",0.857142857,"CS","LT",28,1.609,5.303,840,2,20,20,1,"H","200_pre_200_post_word"
"1125","p03",0.857142857,"CS","LT",28,1.609,5.303,860,2,20,20,1,"H","200_pre_200_post_word"
"1126","p03",0.857142857,"CS","LT",28,1.609,5.303,880,2,20,20,1,"H","200_pre_200_post_word"
"1127","p03",0.857142857,"CS","LT",28,1.609,5.303,900,2,20,20,1,"H","200_pre_200_post_word"
"1128","p03",0.857142857,"CS","LT",28,1.609,5.303,920,2,20,20,1,"H","200_pre_200_post_word"
"1129","p03",0.857142857,"CS","LT",28,1.609,5.303,940,2,20,20,1,"H","200_pre_200_post_word"
"1130","p03",0.857142857,"CS","LT",28,1.609,5.303,960,2,20,20,1,"H","200_pre_200_post_word"
"1131","p03",0.857142857,"CS","LT",28,1.609,5.303,980,2,20,20,1,"H","200_pre_200_post_word"
"1132","p03",0.857142857,"CS","LT",28,1.609,5.303,1000,2,20,20,1,"H","200_pre_200_post_word"
"1133","p03",0.857142857,"CS","LT",29,2.079,5.094,620,1,20,20,1,"L","200_pre_200_post_word"
"1134","p03",0.857142857,"CS","LT",29,2.079,5.094,640,1,20,20,1,"L","200_pre_200_post_word"
"1135","p03",0.857142857,"CS","LT",29,2.079,5.094,660,1,20,20,1,"L","200_pre_200_post_word"
"1136","p03",0.857142857,"CS","LT",29,2.079,5.094,680,1,20,20,1,"L","200_pre_200_post_word"
"1137","p03",0.857142857,"CS","LT",29,2.079,5.094,700,1,20,20,1,"L","200_pre_200_post_word"
"1138","p03",0.857142857,"CS","LT",29,2.079,5.094,720,1,20,20,1,"L","200_pre_200_post_word"
"1139","p03",0.857142857,"CS","LT",29,2.079,5.094,740,1,7,20,0.35,"L","200_pre_200_post_word"
"1140","p03",0.857142857,"CS","LT",29,2.079,5.094,760,1,13,20,0.65,"L","200_pre_200_post_word"
"1141","p03",0.857142857,"CS","LT",29,2.079,5.094,780,1,20,20,1,"L","200_pre_200_post_word"
"1142","p03",0.857142857,"CS","LT",29,2.079,5.094,800,1,20,20,1,"L","200_pre_200_post_word"
